product_name	product_url	category	status	stars
"Olifair Facial Kit Combo Pack (Gold, Charcoal, Lightening, Seaweed, Wrinkle) 750 gm(Riya Fruity Soap Free)"	https://yoshops.com/products/olifair-facial-kit-combo-pack-gold-charcoal-lightening-seaweed-wrinkle-750-gm	Bengaluru	Reviewd	5.0
OLIFAIR Skin Lightening Facial Kit for Face 150 gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-skin-lightening-facial-kit-for-face-150-gm1	Bengaluru	Reviewd	5.0
OLIFAIR Unisex Age lock And Wrinkle Facial Kit 150Gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-unisex-age-lock-and-wrinkle-facial-kit-150gm	Bengaluru	Reviewd	5.0
OLIFAIR Unisex Gold Facial Kit For Healthy Skin 150gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-unisex-gold-facial-kit-for-healthy-skin-150gm	Bengaluru	Reviewd	5.0
OLIFAIR Activated Charcoal Face Kit With Tea Tree Essential Oil 150gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-activated-charcoal-face-kit-with-tea-tree-essential-oil-150gm	Bengaluru	Reviewd	5.0
OLIFAIR Unisex Seaweed Facial Kit Pack 150gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-unisex-seaweed-facial-kit-pack-150gm	Bengaluru	Reviewd	5.0
Olifair Activated Carbon + Kerovita Gel Refreshing Face Wash 50 ml(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-activated-carbon-kerovita-gel-refreshing-face-wash-50-ml	Bengaluru	Reviewd	5.0
Olifair Gold Radiance Face Wash for All Skin Types - 50 ml(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-gold-radiance-face-wash-for-all-skin-types-50-ml	Bengaluru	Reviewd	5.0
Olifair Hydrating Spot Reduction Face Wash - 50ml(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-hydrating-spot-reduction-face-wash-50ml	Bengaluru	unreviewed	0.0
Olifair Pro-Vitamin C Face Wash - 50 ml (Riya Fruity Soap Free)	https://yoshops.com/products/olifair-pro-vitamin-c-face-wash-50-ml	Bengaluru	unreviewed	0.0
Olifair Saffron Face Wash - 120 ml (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-saffron-face-wash-120-ml-free-riya-fruity-soap	Bengaluru	Reviewd	5.0
Olifair Active Light Sunscreen SPF30 - 50 ml (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-active-light-sunscreen-spf30-50-ml-free-riya-fruity-soap1	Bengaluru	unreviewed	0.0
Olifair Active Light Sunscreen SPF 50 - 50 ml (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-active-light-sunscreen-spf-50-50-ml-free-riya-fruity-soap	Bengaluru	unreviewed	0.0
Olifair Active Light Sunscreen SPF 70 - 50 ml (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-active-light-sunscreen-spf-70-50-ml-free-riya-fruity-soap	Bengaluru	unreviewed	0.0
Olifair Active Light Sunscreen SPF 90 - 50 ml (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-active-light-sunscreen-spf-90-50-ml-free-riya-fruity-soap	Bengaluru	Reviewd	5.0
OLIFAIR Detoxifying Gold Peel Off Mask - 25 gm (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-detoxifying-gold-peel-off-mask-25-gm-free-riya-fruity-soap	Bengaluru	unreviewed	0.0
OLIFAIR Alkaline De-Tan Scrub - 350 gm (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-alkaline-de-tan-scrub-350-gm-free-riya-fruity-soap	Bengaluru	unreviewed	0.0
OLIFAIR Alkaline De-Tan Masque - 350 gm (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-alkaline-de-tan-masque-350-gm-free-riya-fruity-soap	Bengaluru	unreviewed	0.0
OLIFAIR Alkaline De-Tan Wash - 350 gm (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-alkaline-de-tan-wash-350-gm-free-riya-fruity-soap	Bengaluru	unreviewed	0.0
OLIFAIR Alkaline De-Tan Cream White - 350 gm (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-alkaline-de-tan-cream-white-350-gm-free-riya-fruity-soap	Bengaluru	Reviewd	5.0
YouTuber Akshay Bhansali YouTube Channel name - Experiment World and Subscriber- 133	https://yoshops.com/products/youtuber-akshay-bhansali-youtube-channel-name-experiment-world-and-subscriber-133	Bengaluru	Reviewd	5.0
Hindi Class For STD 1 to STD 10 Free 5 Demo Class	https://yoshops.com/products/hindi-class-for-std-1-to-std-10-free-5-demo-class	Bengaluru	Reviewd	5.0
Carpenter Service and Wood Worker Supply Service	https://yoshops.com/products/carpenter-service-and-wood-worker-supply-service	Bengaluru	unreviewed	0.0
Chhota Investor The Small Investment Service	https://yoshops.com/products/chhota-investor-the-small-investment-service	Bengaluru	unreviewed	0.0
"Hammer Smart Watch Pulse 2.0 with Blood Oxygen Monitoring,Calling and Activity Tracker"	https://yoshops.com/products/hammer-smart-watch-pulse-2-0-with-blood-oxygen-monitoring-calling-and-activity-tracker	Bengaluru	Reviewd	5.0
Hammer KO 2.0 Sports Truly Wireless Earbuds with Type C Bluetooth 5.0 Headset(Black)	https://yoshops.com/products/hammer-ko-2-0-sports-truly-wireless-earbuds-with-type-c-bluetooth-5-0-headset-black1	Bengaluru	unreviewed	0.0
Hammer Sting Lite In-Ear Wireless Bluetooth Neckband Earphones Black	https://yoshops.com/products/hammer-sting-lite-in-ear-wireless-bluetooth-neckband-earphones-black	Bengaluru	unreviewed	0.0
"Hammer Airflow True Wireless Earbuds (Blue), 5 Hours Playtime, with Magnetic Charging case (300mah),Built-in Voice Assistant & Bluetooth 5.0"	https://yoshops.com/products/hammer-airflow-true-wireless-earbuds-blue-5-hours-playtime-with-magnetic-charging-case-300mah-built-in-voice-assistant-bluetooth-5-0	Bengaluru	unreviewed	0.0
"Hammer Pulse Oximeter Unisex Smartwatch with Body-Temp Sensor Monitoring, Calling and Activity Tracker"	https://yoshops.com/products/hammer-pulse-oximeter-unisex-smartwatch-with-body-temp-sensor-monitoring-calling-and-activity-tracker	Bengaluru	unreviewed	0.0
Hammer Sting 2.0 Wireless Bluetooth Neckband Earphones Black with Long Battery Life	https://yoshops.com/products/hammer-sting-2-0-wireless-bluetooth-neckband-earphones-black-with-long-battery-life	Bengaluru	unreviewed	0.0
BBA Online Class Live Tuition Training Program with INTERNSHIP	https://yoshops.com/products/bba-online-class-live-tuition-training-program-with-internship	Bengaluru	unreviewed	0.0
B.TECH Online Class Live Tuition Training Program with INTERNSHIP	https://yoshops.com/products/b-tech-online-class-live-tuition-training-program-with-internship	Bengaluru	Reviewd	5.0
"YouTuber Deepak Kumar YouTube Channel: Technical Exam and Sports Gyaani Subscriber- 7k,68k"	https://yoshops.com/products/youtuber-deepak-kumar-youtube-channel-technical-exam-and-sports-gyaani-subscriber-7k-68k	Bengaluru	unreviewed	0.0
Summer Internship Gift	https://yoshops.com/products/summer-internship-gift	Chennai	Reviewd	4.6
Refer and Earn Rs.2000 and Get Free Partnership Gift	https://yoshops.com/products/refer-and-earn-rs-2000-and-get-free-partnership-gift	Chennai	Reviewd	5.0
Data Science Internship Training Program	https://yoshops.com/products/data-science-internship-training-program	Chennai	Reviewd	5.0
Blockchain Developer Internship Training Program	https://yoshops.com/products/blockchain-developer-internship-training-program1	Chennai	Reviewd	5.0
Hospitality Internship Training Program	https://yoshops.com/products/hospitality-internship-training-program1	Chennai	Reviewd	5.0
Cyber Security Internship Training Program	https://yoshops.com/products/cyber-security-internship-training-program	Chennai	Reviewd	5.0
Artificial Intelligence and Machine learning Internship Training Program	https://yoshops.com/products/artificial-intelligence-and-machine-learning-internship-training-program	Chennai	Reviewd	5.0
BigData Hadoop and Apache Spark Internship Training Program	https://yoshops.com/products/bigdata-hadoop-and-apache-spark-internship-training-program	Chennai	Reviewd	5.0
"Upstox Free Demat & Trading Account Get Free Gift (Wallet,Bag,Earphone) Value of Rs.999 from Yoshops.com"	https://yoshops.com/products/upstox-free-demat-trading-account-get-free-gift-wallet-bag-earphone-value-of-rs-999-from-yoshops-com	Chennai	Reviewd	5.0
"ONLINE TUTION FOR CLASS- NURSERY,LKG,UKG(FREE 5 DAYS DEMO CLASS)"	https://yoshops.com/products/online-tution-for-class-nursery-lkg-ukg-free-5-days-demo-class1	Chennai	Reviewd	5.0
Web Design & Development Internship Training Program	https://yoshops.com/products/web-design-development-internship-training-program1	Chennai	Reviewd	5.0
"Fun Activities for Kids LKG to STD 10(Singing, Dancing, Drawing, Craft, Music, Yoga, Karate)"	https://yoshops.com/products/fun-activities-for-kids-lkg-to-std-10-singing-dancing-drawing-craft-music-yoga-karate	Chennai	Reviewd	5.0
Drone Workshop Training Program	https://yoshops.com/products/drone-workshop-training-program	Chennai	Reviewd	5.0
Cash On Delivery Services	https://yoshops.com/products/cash-on-delivery-services	Chennai	unreviewed	0.0
Digital Signature Certificate (DSC) Class 2 valid for 2 Years with USB Device	https://yoshops.com/products/digital-signature-certificate-dsc-class-2-valid-for-2-years-with-usb-device	Chennai	unreviewed	0.0
LED TV Installation Uninstall Repair Services	https://yoshops.com/products/led-tv-installation-uninstall-repair-services	Chennai	unreviewed	0.0
Sales and Marketing Internship Training Course	https://yoshops.com/products/sales-and-marketing-internship-training-course1	Chennai	unreviewed	0.0
ONLINE TUITION FOR STD 4 and STD 5(FREE 5 DAYS DEMO CBSE)	https://yoshops.com/products/online-tuition-for-class-4th-5th-free-5-days-demo-class	Chennai	unreviewed	0.0
Olifair Pearls Saffron and Radiant Effect Night Cream 50 ml(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-pearls-saffron-and-radiant-effect-night-cream-50ml	Chennai	unreviewed	0.0
Free Gift Value of Rs.999 and Get Free Paytm Money Demat Account	https://yoshops.com/products/free-gift-value-of-rs-999-and-get-free-paytm-money-demat-account	Chennai	unreviewed	0.0
YOLO Investor The Small Investment Service	https://yoshops.com/products/yolo-investor-the-small-investment-service	Chennai	unreviewed	0.0
"Hammer Airflow True Wireless Earbud with Mic (Black & White), 5 Hours Playtime,with Magnetic Charging case (300mah),Built-in Voice Assistant & Bluetooth 5.0"	https://yoshops.com/products/hammer-airflow-true-wireless-earbud-with-mic-black-white-5-hours-playtime-with-magnetic-charging-case-300mah-built-in-voice-assistant-bluetooth-5-0	Chennai	unreviewed	0.0
Data Science Basic Training Program for Everyone(Age=10 to 60)	https://yoshops.com/products/data-science-basic-training-program-for-everyone-age-10-t0-60	Chennai	unreviewed	0.0
Panasonic Service center	https://yoshops.com/products/panasonic-service-center	Chennai	unreviewed	0.0
Interior Designer Service	https://yoshops.com/products/interior-designer-service	Chennai	Reviewd	5.0
Detective& Security Services	https://yoshops.com/products/detective-security-services	Chennai	unreviewed	0.0
Real Estate Services	https://yoshops.com/products/real-estate-services	Chennai	unreviewed	0.0
Wedding & Event Planer	https://yoshops.com/products/event-weddingplaner	Chennai	unreviewed	0.0
Coaching Service	https://yoshops.com/products/coaching-service	Chennai	unreviewed	0.0
Gym & Fitness Service	https://yoshops.com/products/fitness-yoga-servies	Chennai	unreviewed	0.0
Photography Services	https://yoshops.com/products/photography-services	Chennai	unreviewed	0.0
Computer Repair Services	https://yoshops.com/products/computer-repair-services	Chennai	unreviewed	0.0
Travel Agency Services	https://yoshops.com/products/travel-agency-services	Chennai	unreviewed	0.0
Baby Care Services	https://yoshops.com/products/baby-care-services	Chennai	unreviewed	0.0
Software Lease Service	https://yoshops.com/products/software-service-lease	Chennai	unreviewed	0.0
Personal Finance Service	https://yoshops.com/products/financial-services	Chennai	unreviewed	0.0
Insurance Service	https://yoshops.com/products/insurance-service	Chennai	unreviewed	0.0
Digital Marketing Services	https://yoshops.com/products/digital-marketing-services	Chennai	unreviewed	0.0
Bulk SMS Service	https://yoshops.com/products/bulk-sms-service	Chennai	unreviewed	0.0
SEO Services	https://yoshops.com/products/seo-services	Chennai	unreviewed	0.0
Laundry Service	https://yoshops.com/products/laundry-service	Chennai	unreviewed	0.0
Room Booking Service	https://yoshops.com/products/room-service	Chennai	unreviewed	0.0
Cleaning Service	https://yoshops.com/products/cleaning-service	Chennai	unreviewed	0.0
Labour Supply Service and Manpower Supply Service (Berhampur)	https://yoshops.com/products/labour-supply-service-and-manpower-supply-service-berhampur	Chennai	unreviewed	0.0
Movers Packer Service	https://yoshops.com/products/movers-packer-service	Chennai	unreviewed	0.0
Plumbing Service and Plumber Service	https://yoshops.com/products/plumbing-service-and-plumber-service	Chennai	unreviewed	0.0
Electrician Services	https://yoshops.com/products/electrician-services	Chennai	unreviewed	0.0
Air Conditioner Service	https://yoshops.com/products/air-conditioner-service	Chennai	unreviewed	0.0
Water Purifier Service	https://yoshops.com/products/water-purifier-service	Chennai	unreviewed	0.0
Legal Services	https://yoshops.com/products/legal-services	Chennai	unreviewed	0.0
Home Nursing Service	https://yoshops.com/products/home-nursing-service	Chennai	unreviewed	0.0
Website & Mobile App Developing Service	https://yoshops.com/products/website-mobile-app-developing-service	Chennai	unreviewed	0.0
Peer to Peer Lending Service	https://yoshops.com/products/peer-to-peer-lending-service	Chennai	unreviewed	0.0
Digital Marketing Internship Training Program	https://yoshops.com/products/digital-marketing-internship-training-program1	Chennai	Reviewd	5.0
Human Resource Internship Training Program	https://yoshops.com/products/human-resource-internship-training-program1	Chennai	Reviewd	5.0
Content Writing Internship Training Program	https://yoshops.com/products/content-writing-internship-training-program1	Chennai	unreviewed	0.0
HR and Digital Marketing Dual Training Internship Course	https://yoshops.com/products/hr-and-digital-marketing-dual-training-internship-course1	Chennai	unreviewed	0.0
SAP MM Business Analyst Internship Training Program	https://yoshops.com/products/sap-mm-business-analyst-internship-training-program	Chennai	unreviewed	0.0
Business Development Internship Training Program	https://yoshops.com/products/business-development-internship-training-program1	Chennai	unreviewed	0.0
HR and Finance Dual Internship Training Course	https://yoshops.com/products/hr-and-finance-dual-internship-training-course1	Chennai	unreviewed	0.0
"ONLINE TUITION FOR CLASS STD 1, STD 2 And STD 3 (FREE 5 DAYS DEMO CLASS)"	https://yoshops.com/products/online-tuition-for-class-std-1-std-2-and-std-3-free-5-days-demo-class	Chennai	unreviewed	0.0
ONLINE CLASSES for STD 6 STD 7 STD 8 (FREE 5 DAYS DEMO CBSE)	https://yoshops.com/products/online-tuition-for-class-6th-to-8th-free-5-days-demo-class	Chennai	unreviewed	0.0
YouTuber Prabeen Kumar -YouTube Channel-3 Subscriber-504 Instagram Follower-3k	https://yoshops.com/products/youtuber-prabeen-kumar-youtube-channel-3-subscriber-504-instagram-follower-3k	Chennai	unreviewed	0.0
YouTuber Dipti Mishra -Subscriber-816 Instagram Follower-2k	https://yoshops.com/products/youtuber-dipti-mishra-subscriber-816-instagram-follower-2k	Chennai	unreviewed	0.0
ONLINE CLASSES for STD 9 and STD 10 (FREE 5 DAYS DEMO CBSE)	https://yoshops.com/products/online-tuition-for-class-9th-to-10th-free-5-days-demo-class	Chennai	unreviewed	0.0
Finance Internship Training Program	https://yoshops.com/products/finance-internship-training-program1	Chennai	Reviewd	5.0
Computer Coding Class for Kids STD 1 to STD 10 (Free 5 Demo Classes)	https://yoshops.com/products/computer-coding-class-for-kids-grade-1-10-std-1-to-std-10-5-free-demo-class	Chennai	unreviewed	0.0
Math and Finance Classes for Kids STD 1 to STD 10 (Free 5 Demo Classes)	https://yoshops.com/products/math-and-finance-classes-for-kids-grade-1-10-std-1-to-std-10-5-free-demo-classes	Chennai	unreviewed	0.0
Spoken English Classes For Kids (STD 1 to STD 10) Free 5 Demo Class	https://yoshops.com/products/spoken-english-classes-for-kids-std-1-to-std-10-5-free-demo-class	Chennai	unreviewed	0.0
Maths and Computer Science Online Classes for STD 3 to STD 10 (FREE 5 DEMO CBSE Board)	https://yoshops.com/products/maths-and-science-online-classes-for-std-9-and-std-10-free-5-demo-cbse-board	Chennai	unreviewed	0.0
